'Time','PLETH',,,
'[21:30:54.384 2]',486,3720,-1,0
'[21:30:54.392 2]',485,3721,-1,-1
'[21:30:54.400 2]',484,3722,-2,0
'[21:30:54.408 2]',482,3723,-2,1
'[21:30:54.416 2]',480,3724,-1,0
'[21:30:54.424 2]',479,3725,-1,0
'[21:30:54.432 2]',478,3726,-1,0
'[21:30:54.440 2]',477,3727,-1,0
'[21:30:54.448 2]',476,3728,-1,0
'[21:30:54.456 2]',475,3729,-1,0
'[21:30:54.464 2]',474,3730,-1,0
'[21:30:54.472 2]',473,3731,-1,0
'[21:30:54.480 2]',472,3732,-1,0
'[21:30:54.488 2]',471,3733,-1,0
'[21:30:54.496 2]',470,3734,-1,0
'[21:30:54.504 2]',469,3735,-1,0
'[21:30:54.512 2]',468,3736,-1,1
'[21:30:54.520 2]',467,3737,0,-1
'[21:30:54.528 2]',467,3738,-1,0
'[21:30:54.536 2]',466,3739,-1,1
'[21:30:54.544 2]',465,3740,0,-1
'[21:30:54.552 2]',465,3741,-1,0
'[21:30:54.560 2]',464,3742,-1,0
'[21:30:54.568 2]',463,3743,-1,1
'[21:30:54.576 2]',462,3744,0,0
'[21:30:54.584 2]',462,3745,0,1
'[21:30:54.592 2]',462,3746,1,2
'[21:30:54.600 2]',463,3747,3,0
'[21:30:54.608 2]',466,3748,3,1
'[21:30:54.616 2]',469,3749,4,0
'[21:30:54.624 2]',473,3750,4,1
'[21:30:54.632 2]',477,3751,5,-1
'[21:30:54.640 2]',482,3752,4,-1
'[21:30:54.648 2]',486,3753,3,0
'[21:30:54.656 2]',489,3754,3,-1
'[21:30:54.664 2]',492,3755,2,0
'[21:30:54.672 2]',494,3756,2,-1
'[21:30:54.680 2]',496,3757,1,0
'[21:30:54.688 2]',497,3758,1,-1
'[21:30:54.696 2]',498,3759,0,0
'[21:30:54.704 2]',498,3760,0,0
'[21:30:54.712 2]',498,3761,0,-1
'[21:30:54.720 2]',498,3762,-1,0
'[21:30:54.728 2]',497,3763,-1,0
'[21:30:54.736 2]',496,3764,-1,0
'[21:30:54.744 2]',495,3765,-1,0
'[21:30:54.752 2]',494,3766,-1,0
'[21:30:54.760 2]',493,3767,-1,-1
'[21:30:54.768 2]',492,3768,-2,1
'[21:30:54.776 2]',490,3769,-1,0
'[21:30:54.784 2]',489,3770,-1,0
'[21:30:54.792 2]',488,3771,-1,-1
'[21:30:54.800 2]',487,3772,-2,1
'[21:30:54.808 2]',485,3773,-1,-1
'[21:30:54.816 2]',484,3774,-2,0
'[21:30:54.824 2]',482,3775,-2,1
'[21:30:54.832 2]',480,3776,-1,-1
'[21:30:54.840 2]',479,3777,-2,1
'[21:30:54.848 2]',477,3778,-1,-1
'[21:30:54.856 2]',476,3779,-2,1
'[21:30:54.864 2]',474,3780,-1,0
'[21:30:54.872 2]',473,3781,-1,-1
'[21:30:54.880 2]',472,3782,-2,1
'[21:30:54.888 2]',470,3783,-1,-1
'[21:30:54.896 2]',469,3784,-2,1
'[21:30:54.904 2]',467,3785,-1,0
'[21:30:54.912 2]',466,3786,-1,-1
'[21:30:54.920 2]',465,3787,-2,1
'[21:30:54.928 2]',463,3788,-1,-1
'[21:30:54.936 2]',462,3789,-2,0
'[21:30:54.944 2]',460,3790,-2,1
'[21:30:54.952 2]',458,3791,-1,1
'[21:30:54.960 2]',457,3792,0,-1
'[21:30:54.968 2]',457,3793,-1,0
'[21:30:54.976 2]',456,3794,-1,1
'[21:30:54.984 2]',455,3795,0,0
'[21:30:54.992 2]',455,3796,0,1
'[21:30:55.000 2]',455,3797,1,0
'[21:30:55.008 2]',456,3798,1,2
'[21:30:55.016 2]',457,3799,3,-1
'[21:30:55.024 2]',460,3800,2,1
'[21:30:55.032 2]',462,3801,3,0
'[21:30:55.040 2]',465,3802,3,-1
'[21:30:55.048 2]',468,3803,2,0
'[21:30:55.056 2]',470,3804,2,0
'[21:30:55.064 2]',472,3805,2,-1
'[21:30:55.072 2]',474,3806,1,0
'[21:30:55.080 2]',475,3807,1,-1
'[21:30:55.088 2]',476,3808,0,0
'[21:30:55.096 2]',476,3809,0,-1
'[21:30:55.104 2]',476,3810,-1,0
'[21:30:55.112 2]',475,3811,-1,0
'[21:30:55.120 2]',474,3812,-1,-1
'[21:30:55.128 2]',473,3813,-2,0
'[21:30:55.136 2]',471,3814,-2,1
'[21:30:55.144 2]',469,3815,-1,-1
'[21:30:55.152 2]',468,3816,-2,1
'[21:30:55.160 2]',466,3817,-1,-1
'[21:30:55.168 2]',465,3818,-2,1
'[21:30:55.176 2]',463,3819,-1,-1
'[21:30:55.184 2]',462,3820,-2,1
'[21:30:55.192 2]',460,3821,-1,-1
'[21:30:55.200 2]',459,3822,-2,2
'[21:30:55.208 2]',457,3823,0,-1
'[21:30:55.216 2]',457,3824,-1,-1
'[21:30:55.224 2]',456,3825,-2,1
'[21:30:55.232 2]',454,3826,-1,0
'[21:30:55.240 2]',453,3827,-1,-1
'[21:30:55.248 2]',452,3828,-2,1
'[21:30:55.256 2]',450,3829,-1,-1
'[21:30:55.264 2]',449,3830,-2,1
'[21:30:55.272 2]',447,3831,-1,-1
'[21:30:55.280 2]',446,3832,-2,1
'[21:30:55.288 2]',444,3833,-1,-1
'[21:30:55.296 2]',443,3834,-2,1
'[21:30:55.304 2]',441,3835,-1,-1
'[21:30:55.312 2]',440,3836,-2,1
'[21:30:55.320 2]',438,3837,-1,1
'[21:30:55.328 2]',437,3838,0,-1
'[21:30:55.336 2]',437,3839,-1,0
'[21:30:55.344 2]',436,3840,-1,0
'[21:30:55.352 2]',435,3841,-1,0
'[21:30:55.360 2]',434,3842,-1,-1
'[21:30:55.368 2]',433,3843,-2,1
'[21:30:55.376 2]',431,3844,-1,0
'[21:30:55.384 2]',430,3845,-1,1
'[21:30:55.392 2]',429,3846,0,1
'[21:30:55.400 2]',429,3847,1,0
'[21:30:55.408 2]',430,3848,1,1
'[21:30:55.416 2]',431,3849,2,1
'[21:30:55.424 2]',433,3850,3,-1
'[21:30:55.432 2]',436,3851,2,0
'[21:30:55.440 2]',438,3852,2,0
'[21:30:55.448 2]',440,3853,2,0
'[21:30:55.456 2]',442,3854,2,0
'[21:30:55.464 2]',444,3855,2,-1
'[21:30:55.472 2]',446,3856,1,0
'[21:30:55.480 2]',447,3857,1,-1
'[21:30:55.488 2]',448,3858,0,-1
'[21:30:55.496 2]',448,3859,-1,1
'[21:30:55.504 2]',447,3860,0,-1
'[21:30:55.512 2]',447,3861,-1,0
'[21:30:55.520 2]',446,3862,-1,0
'[21:30:55.528 2]',445,3863,-1,-1
'[21:30:55.536 2]',444,3864,-2,1
'[21:30:55.544 2]',442,3865,-1,0
'[21:30:55.552 2]',441,3866,-1,0
'[21:30:55.560 2]',440,3867,-1,-1
'[21:30:55.568 2]',439,3868,-2,1
'[21:30:55.576 2]',437,3869,-1,-1
'[21:30:55.584 2]',436,3870,-2,1
'[21:30:55.592 2]',434,3871,-1,-1
'[21:30:55.600 2]',433,3872,-2,-22
'[21:30:55.608 2]',431,3873,-24,-13
'[21:30:55.616 2]',407,3874,-37,15
'[21:30:55.624 2]',370,3875,-22,8
'[21:30:55.632 2]',348,3876,-14,6
'[21:30:55.640 2]',334,3877,-8,3
'[21:30:55.648 2]',326,3878,-5,0
'[21:30:55.656 2]',321,3879,-5,-1
'[21:30:55.664 2]',316,3880,-6,0
'[21:30:55.672 2]',310,3881,-6,-1
'[21:30:55.680 2]',304,3882,-7,2
'[21:30:55.688 2]',297,3883,-5,-1
'[21:30:55.696 2]',292,3884,-6,3
'[21:30:55.704 2]',286,3885,-3,-1
'[21:30:55.712 2]',283,3886,-4,0
'[21:30:55.720 2]',279,3887,-4,0
'[21:30:55.728 2]',275,3888,-4,-1
'[21:30:55.736 2]',271,3889,-5,1
'[21:30:55.744 2]',266,3890,-4,-1
'[21:30:55.752 2]',262,3891,-5,-1
'[21:30:55.760 2]',257,3892,-6,0
'[21:30:55.768 2]',251,3893,-6,1
'[21:30:55.776 2]',245,3894,-5,2
'[21:30:55.784 2]',240,3895,-3,2
'[21:30:55.792 2]',237,3896,-1,3
'[21:30:55.800 2]',236,3897,2,1
'[21:30:55.808 2]',238,3898,3,4
'[21:30:55.816 2]',241,3899,7,3
'[21:30:55.824 2]',248,3900,10,3
'[21:30:55.832 2]',258,3901,13,-1
'[21:30:55.840 2]',271,3902,12,0
'[21:30:55.848 2]',283,3903,12,1
'[21:30:55.856 2]',295,3904,13,0
'[21:30:55.864 2]',308,3905,13,-3
'[21:30:55.872 2]',321,3906,10,0
'[21:30:55.880 2]',331,3907,10,-2
'[21:30:55.888 2]',341,3908,8,-2
'[21:30:55.896 2]',349,3909,6,-1
'[21:30:55.904 2]',355,3910,5,-1
'[21:30:55.912 2]',360,3911,4,-1
'[21:30:55.920 2]',364,3912,3,-2
'[21:30:55.928 2]',367,3913,1,0
'[21:30:55.936 2]',368,3914,1,0
'[21:30:55.944 2]',369,3915,1,-2
'[21:30:55.952 2]',370,3916,-1,0
'[21:30:55.960 2]',369,3917,-1,1
'[21:30:55.968 2]',368,3918,0,-1
'[21:30:55.976 2]',368,3919,-1,0
'[21:30:55.984 2]',367,3920,-1,0
'[21:30:55.992 2]',366,3921,-1,0
'[21:30:56.000 2]',365,3922,-1,0
'[21:30:56.008 2]',364,3923,-1,-1
'[21:30:56.016 2]',363,3924,-2,1
'[21:30:56.024 2]',361,3925,-1,-1
'[21:30:56.032 2]',360,3926,-2,1
'[21:30:56.040 2]',358,3927,-1,2
'[21:30:56.048 2]',357,3928,1,-1
'[21:30:56.056 2]',358,3929,0,1
'[21:30:56.064 2]',358,3930,1,-1
'[21:30:56.072 2]',359,3931,0,0
'[21:30:56.080 2]',359,3932,0,-1
'[21:30:56.088 2]',359,3933,-1,-1
'[21:30:56.096 2]',358,3934,-2,0
'[21:30:56.104 2]',356,3935,-2,-1
'[21:30:56.112 2]',354,3936,-3,1
'[21:30:56.120 2]',351,3937,-2,0
'[21:30:56.128 2]',349,3938,-2,1
'[21:30:56.136 2]',347,3939,-1,0
'[21:30:56.144 2]',346,3940,-1,0
'[21:30:56.152 2]',345,3941,-1,-1
'[21:30:56.160 2]',344,3942,-2,1
'[21:30:56.168 2]',342,3943,-1,1
'[21:30:56.176 2]',341,3944,0,2
'[21:30:56.184 2]',341,3945,2,1
'[21:30:56.192 2]',343,3946,3,4
'[21:30:56.200 2]',346,3947,7,3
'[21:30:56.208 2]',353,3948,10,2
'[21:30:56.216 2]',363,3949,12,5
'[21:30:56.224 2]',375,3950,17,2
'[21:30:56.232 2]',392,3951,19,-3
'[21:30:56.240 2]',411,3952,16,0
'[21:30:56.248 2]',427,3953,16,-1
'[21:30:56.256 2]',443,3954,15,-1
'[21:30:56.264 2]',458,3955,14,-2
'[21:30:56.272 2]',472,3956,12,-2
'[21:30:56.280 2]',484,3957,10,-4
'[21:30:56.288 2]',494,3958,6,-3
'[21:30:56.296 2]',500,3959,3,-2
'[21:30:56.304 2]',503,3960,1,-3
'[21:30:56.312 2]',504,3961,-2,-2
'[21:30:56.320 2]',502,3962,-4,-3
'[21:30:56.328 2]',498,3963,-7,-1
'[21:30:56.336 2]',491,3964,-8,1
'[21:30:56.344 2]',483,3965,-7,0
'[21:30:56.352 2]',476,3966,-7,0
'[21:30:56.360 2]',469,3967,-7,0
'[21:30:56.368 2]',462,3968,-7,0
'[21:30:56.376 2]',455,3969,-7,0
'[21:30:56.384 2]',448,3970,-7,0
'[21:30:56.392 2]',441,3971,-7,0
'[21:30:56.400 2]',434,3972,-7,1
'[21:30:56.408 2]',427,3973,-6,-1
'[21:30:56.416 2]',421,3974,-7,1
'[21:30:56.424 2]',414,3975,-6,-2
'[21:30:56.432 2]',408,3976,-8,0
'[21:30:56.440 2]',400,3977,-8,2
'[21:30:56.448 2]',392,3978,-6,-2
'[21:30:56.456 2]',386,3979,-8,1
'[21:30:56.464 2]',378,3980,-7,-1
'[21:30:56.472 2]',371,3981,-8,-1
'[21:30:56.480 2]',363,3982,-9,1
'[21:30:56.488 2]',354,3983,-8,-1
'[21:30:56.496 2]',346,3984,-9,1
'[21:30:56.504 2]',337,3985,-8,2
'[21:30:56.512 2]',329,3986,-6,-2
'[21:30:56.520 2]',323,3987,-8,1
'[21:30:56.528 2]',315,3988,-7,0
'[21:30:56.536 2]',308,3989,-7,1
'[21:30:56.544 2]',301,3990,-6,1
'[21:30:56.552 2]',295,3991,-5,-2
'[21:30:56.560 2]',290,3992,-7,1
'[21:30:56.568 2]',283,3993,-6,-1
'[21:30:56.576 2]',277,3994,-7,2
'[21:30:56.584 2]',270,3995,-5,1
'[21:30:56.592 2]',265,3996,-4,4
'[21:30:56.600 2]',261,3997,0,4
'[21:30:56.608 2]',261,3998,4,3
'[21:30:56.616 2]',265,3999,7,4
'[21:30:56.624 2]',272,4000,11,2
'[21:30:56.632 2]',283,4001,13,0
'[21:30:56.640 2]',296,4002,13,1
'[21:30:56.648 2]',309,4003,14,-2
'[21:30:56.656 2]',323,4004,12,2
'[21:30:56.664 2]',335,4005,14,-2
'[21:30:56.672 2]',349,4006,12,-3
'[21:30:56.680 2]',361,4007,9,-3
'[21:30:56.688 2]',370,4008,6,-3
'[21:30:56.696 2]',376,4009,3,-2
'[21:30:56.704 2]',379,4010,1,-2
'[21:30:56.712 2]',380,4011,-1,-3
'[21:30:56.720 2]',379,4012,-4,-1
'[21:30:56.728 2]',375,4013,-5,-1
'[21:30:56.736 2]',370,4014,-6,0
'[21:30:56.744 2]',364,4015,-6,1
'[21:30:56.752 2]',358,4016,-5,-1
'[21:30:56.760 2]',353,4017,-6,0
'[21:30:56.768 2]',347,4018,-6,-1
'[21:30:56.776 2]',341,4019,-7,1
'[21:30:56.784 2]',334,4020,-6,0
'[21:30:56.792 2]',328,4021,-6,-2
'[21:30:56.800 2]',322,4022,-8,0
'[21:30:56.808 2]',314,4023,-8,1
'[21:30:56.816 2]',306,4024,-7,0
'[21:30:56.824 2]',299,4025,-7,1
'[21:30:56.832 2]',292,4026,-6,2
'[21:30:56.840 2]',286,4027,-4,1
'[21:30:56.848 2]',282,4028,-3,-1
'[21:30:56.856 2]',279,4029,-4,0
'[21:30:56.864 2]',275,4030,-4,-1
'[21:30:56.872 2]',271,4031,-5,-1
'[21:30:56.880 2]',266,4032,-6,0
'[21:30:56.888 2]',260,4033,-6,-1
'[21:30:56.896 2]',254,4034,-7,1
'[21:30:56.904 2]',247,4035,-6,2
'[21:30:56.912 2]',241,4036,-4,-1
'[21:30:56.920 2]',237,4037,-5,1
'[21:30:56.928 2]',232,4038,-4,-2
'[21:30:56.936 2]',228,4039,-6,2
'[21:30:56.944 2]',222,4040,-4,0
'[21:30:56.952 2]',218,4041,-4,-1
'[21:30:56.960 2]',214,4042,-5,-1
'[21:30:56.968 2]',209,4043,-6,0
'[21:30:56.976 2]',203,4044,-6,2
'[21:30:56.984 2]',197,4045,-4,-1
'[21:30:56.992 2]',193,4046,-5,4
'[21:30:57.000 2]',188,4047,-1,2
'[21:30:57.008 2]',187,4048,1,4
'[21:30:57.016 2]',188,4049,5,4
'[21:30:57.024 2]',193,4050,9,4
'[21:30:57.032 2]',202,4051,13,2
'[21:30:57.040 2]',215,4052,15,-2
'[21:30:57.048 2]',230,4053,13,3
'[21:30:57.056 2]',243,4054,16,-1
'[21:30:57.064 2]',259,4055,15,-1
'[21:30:57.072 2]',274,4056,14,-1
'[21:30:57.080 2]',288,4057,13,-4
'[21:30:57.088 2]',301,4058,9,-2
'[21:30:57.096 2]',310,4059,7,-2
'[21:30:57.104 2]',317,4060,5,-3
'[21:30:57.112 2]',322,4061,2,-2
'[21:30:57.120 2]',324,4062,0,-1
'[21:30:57.128 2]',324,4063,-1,-1
'[21:30:57.136 2]',323,4064,-2,0
'[21:30:57.144 2]',321,4065,-2,-2
'[21:30:57.152 2]',319,4066,-4,-1
'[21:30:57.160 2]',315,4067,-5,0
'[21:30:57.168 2]',310,4068,-5,-1
'[21:30:57.176 2]',305,4069,-6,0
'[21:30:57.184 2]',299,4070,-6,1
'[21:30:57.192 2]',293,4071,-5,0
'[21:30:57.200 2]',288,4072,-5,1
'[21:30:57.208 2]',283,4073,-4,-1
'[21:30:57.216 2]',279,4074,-5,1
'[21:30:57.224 2]',274,4075,-4,1
'[21:30:57.232 2]',270,4076,-3,1
'[21:30:57.240 2]',267,4077,-2,0
'[21:30:57.248 2]',265,4078,-2,-1
'[21:30:57.256 2]',263,4079,-3,-1
'[21:30:57.264 2]',260,4080,-4,0
'[21:30:57.272 2]',256,4081,-4,0
'[21:30:57.280 2]',252,4082,-4,-1
'[21:30:57.288 2]',248,4083,-5,1
'[21:30:57.296 2]',243,4084,-4,0
'[21:30:57.304 2]',239,4085,-4,0
'[21:30:57.312 2]',235,4086,-4,1
'[21:30:57.320 2]',231,4087,-3,0
'[21:30:57.328 2]',228,4088,-3,0
'[21:30:57.336 2]',225,4089,-3,1
'[21:30:57.344 2]',222,4090,-2,-2
'[21:30:57.352 2]',220,4091,-4,1
'[21:30:57.360 2]',216,4092,-3,-2
'[21:30:57.368 2]',213,4093,-5,1
'[21:30:57.376 2]',208,4094,-4,0
'[21:30:57.384 2]',204,4095,-4,0
'[21:30:57.392 2]',200,4096,-4,2
'[21:30:57.400 2]',196,4097,-2,1
'[21:30:57.408 2]',194,4098,-1,4
'[21:30:57.416 2]',193,4099,3,3
'[21:30:57.424 2]',196,4100,6,5
'[21:30:57.432 2]',202,4101,11,2
'[21:30:57.440 2]',213,4102,13,0
'[21:30:57.448 2]',226,4103,13,4
'[21:30:57.456 2]',239,4104,17,1
'[21:30:57.464 2]',256,4105,18,-3
'[21:30:57.472 2]',274,4106,15,-1
'[21:30:57.480 2]',289,4107,14,-1
'[21:30:57.488 2]',303,4108,13,-3
'[21:30:57.496 2]',316,4109,10,-4
'[21:30:57.504 2]',326,4110,6,-1
'[21:30:57.512 2]',332,4111,5,-1
'[21:30:57.520 2]',337,4112,4,-2
'[21:30:57.528 2]',341,4113,2,-2
'[21:30:57.536 2]',343,4114,0,-1
'[21:30:57.544 2]',343,4115,-1,-2
'[21:30:57.552 2]',342,4116,-3,-1
'[21:30:57.560 2]',339,4117,-4,0
'[21:30:57.568 2]',335,4118,-4,-1
'[21:30:57.576 2]',331,4119,-5,0
'[21:30:57.584 2]',326,4120,-5,0
'[21:30:57.592 2]',321,4121,-5,-1
'[21:30:57.600 2]',316,4122,-6,1
'[21:30:57.608 2]',310,4123,-5,1
'[21:30:57.616 2]',305,4124,-4,0
'[21:30:57.624 2]',301,4125,-4,0
'[21:30:57.632 2]',297,4126,-4,0
'[21:30:57.640 2]',293,4127,-4,2
'[21:30:57.648 2]',289,4128,-2,40
'[21:30:57.656 2]',287,4129,38,18
'[21:30:57.664 2]',325,4130,56,-27
'[21:30:57.672 2]',381,4131,29,-17
'[21:30:57.680 2]',410,4132,12,-7
'[21:30:57.688 2]',422,4133,5,-4
'[21:30:57.696 2]',427,4134,1,-3
'[21:30:57.704 2]',428,4135,-2,-2
'[21:30:57.712 2]',426,4136,-4,0
'[21:30:57.720 2]',422,4137,-4,0
'[21:30:57.728 2]',418,4138,-4,2
'[21:30:57.736 2]',414,4139,-2,-1
'[21:30:57.744 2]',412,4140,-3,0
'[21:30:57.752 2]',409,4141,-3,-1
'[21:30:57.760 2]',406,4142,-4,1
'[21:30:57.768 2]',402,4143,-3,-1
'[21:30:57.776 2]',399,4144,-4,0
'[21:30:57.784 2]',395,4145,-4,1
'[21:30:57.792 2]',391,4146,-3,0
'[21:30:57.800 2]',388,4147,-3,1
'[21:30:57.808 2]',385,4148,-2,1
'[21:30:57.816 2]',383,4149,-1,4
'[21:30:57.824 2]',382,4150,3,2
'[21:30:57.832 2]',385,4151,5,3
'[21:30:57.840 2]',390,4152,8,2
'[21:30:57.848 2]',398,4153,10,2
'[21:30:57.856 2]',408,4154,12,4
'[21:30:57.864 2]',420,4155,16,0
'[21:30:57.872 2]',436,4156,16,0
'[21:30:57.880 2]',452,4157,16,0
'[21:30:57.888 2]',468,4158,16,-1
'[21:30:57.896 2]',484,4159,15,-4
'[21:30:57.904 2]',499,4160,11,-1
'[21:30:57.912 2]',510,4161,10,-2
'[21:30:57.920 2]',520,4162,8,-4
'[21:30:57.928 2]',528,4163,4,-2
'[21:30:57.936 2]',532,4164,2,-2
'[21:30:57.944 2]',534,4165,0,-1
'[21:30:57.952 2]',534,4166,-1,0
'[21:30:57.960 2]',533,4167,-1,-1
'[21:30:57.968 2]',532,4168,-2,-1
'[21:30:57.976 2]',530,4169,-3,-1
'[21:30:57.984 2]',527,4170,-4,0
'[21:30:57.992 2]',523,4171,-4,-1
'[21:30:58.000 2]',519,4172,-5,1
'[21:30:58.008 2]',514,4173,-4,-1
'[21:30:58.016 2]',510,4174,-5,1
'[21:30:58.024 2]',505,4175,-4,0
'[21:30:58.032 2]',501,4176,-4,-1
'[21:30:58.040 2]',497,4177,-5,1
'[21:30:58.048 2]',492,4178,-4,-1
'[21:30:58.056 2]',488,4179,-5,0
'[21:30:58.064 2]',483,4180,-5,0
'[21:30:58.072 2]',478,4181,-5,0
'[21:30:58.080 2]',473,4182,-5,2
'[21:30:58.088 2]',468,4183,-3,-1
'[21:30:58.096 2]',465,4184,-4,1
'[21:30:58.104 2]',461,4185,-3,0
'[21:30:58.112 2]',458,4186,-3,-2
'[21:30:58.120 2]',455,4187,-5,1
'[21:30:58.128 2]',450,4188,-4,2
'[21:30:58.136 2]',446,4189,-2,-1
'[21:30:58.144 2]',444,4190,-3,0
'[21:30:58.152 2]',441,4191,-3,0
'[21:30:58.160 2]',438,4192,-3,-1
'[21:30:58.168 2]',435,4193,-4,-1
'[21:30:58.176 2]',431,4194,-5,1
'[21:30:58.184 2]',426,4195,-4,-2
'[21:30:58.192 2]',422,4196,-6,1
'[21:30:58.200 2]',416,4197,-5,0
'[21:30:58.208 2]',411,4198,-5,0
'[21:30:58.216 2]',406,4199,-5,2
'[21:30:58.224 2]',401,4200,-3,-1
'[21:30:58.232 2]',398,4201,-4,2
'[21:30:58.240 2]',394,4202,-2,3
'[21:30:58.248 2]',392,4203,1,0
'[21:30:58.256 2]',393,4204,1,3
'[21:30:58.264 2]',394,4205,4,3
'[21:30:58.272 2]',398,4206,7,5
'[21:30:58.280 2]',405,4207,12,3
'[21:30:58.288 2]',417,4208,15,4
'[21:30:58.296 2]',432,4209,19,0
'[21:30:58.304 2]',451,4210,19,0
'[21:30:58.312 2]',470,4211,19,-3
'[21:30:58.320 2]',489,4212,16,-2
'[21:30:58.328 2]',505,4213,14,-4
'[21:30:58.336 2]',519,4214,10,-3
'[21:30:58.344 2]',529,4215,7,-1
'[21:30:58.352 2]',536,4216,6,-3
'[21:30:58.360 2]',542,4217,3,0
'[21:30:58.368 2]',545,4218,3,-2
'[21:30:58.376 2]',548,4219,1,-1
'[21:30:58.384 2]',549,4220,0,-2
'[21:30:58.392 2]',549,4221,-2,-2
'[21:30:58.400 2]',547,4222,-4,1
'[21:30:58.408 2]',543,4223,-3,-2
'[21:30:58.416 2]',540,4224,-5,1
'[21:30:58.424 2]',535,4225,-4,-1
'[21:30:58.432 2]',531,4226,-5,1
'[21:30:58.440 2]',526,4227,-4,0
'[21:30:58.448 2]',522,4228,-4,0
'[21:30:58.456 2]',518,4229,-4,0
'[21:30:58.464 2]',514,4230,-4,-1
'[21:30:58.472 2]',510,4231,-5,0
'[21:30:58.480 2]',505,4232,-5,-1
'[21:30:58.488 2]',500,4233,-6,0
'[21:30:58.496 2]',494,4234,-6,0
'[21:30:58.504 2]',488,4235,-6,1
'[21:30:58.512 2]',482,4236,-5,0
'[21:30:58.520 2]',477,4237,-5,1
'[21:30:58.528 2]',472,4238,-4,1
'[21:30:58.536 2]',468,4239,-3,1
'[21:30:58.544 2]',465,4240,-2,-1
'[21:30:58.552 2]',463,4241,-3,0
'[21:30:58.560 2]',460,4242,-3,0
'[21:30:58.568 2]',457,4243,-3,-1
'[21:30:58.576 2]',454,4244,-4,-1
'[21:30:58.584 2]',450,4245,-5,0
'[21:30:58.592 2]',445,4246,-5,1
'[21:30:58.600 2]',440,4247,-4,2
'[21:30:58.608 2]',436,4248,-2,0
'[21:30:58.616 2]',434,4249,-2,-1
'[21:30:58.624 2]',432,4250,-3,0
'[21:30:58.632 2]',429,4251,-3,1
'[21:30:58.640 2]',426,4252,-2,-1
'[21:30:58.648 2]',424,4253,-3,0
'[21:30:58.656 2]',421,4254,-3,-1
'[21:30:58.664 2]',418,4255,-4,1
'[21:30:58.672 2]',414,4256,-3,-2
'[21:30:58.680 2]',411,4257,-5,2
'[21:30:58.688 2]',406,4258,-3,0
'[21:30:58.696 2]',403,4259,-3,3
'[21:30:58.704 2]',400,4260,0,3
'[21:30:58.712 2]',400,4261,3,3
'[21:30:58.720 2]',403,4262,6,3
'[21:30:58.728 2]',409,4263,9,3
'[21:30:58.736 2]',418,4264,12,1
'[21:30:58.744 2]',430,4265,13,3
'[21:30:58.752 2]',443,4266,16,2
'[21:30:58.760 2]',459,4267,18,1
'[21:30:58.768 2]',477,4268,19,-1
'[21:30:58.776 2]',496,4269,18,-1
'[21:30:58.784 2]',514,4270,17,-4
'[21:30:58.792 2]',531,4271,13,0
'[21:30:58.800 2]',544,4272,13,-3
'[21:30:58.808 2]',557,4273,10,-3
'[21:30:58.816 2]',567,4274,7,-4
'[21:30:58.824 2]',574,4275,3,-2
'[21:30:58.832 2]',577,4276,1,-1
'[21:30:58.840 2]',578,4277,0,-1
'[21:30:58.848 2]',578,4278,-1,-1
'[21:30:58.856 2]',577,4279,-2,-1
'[21:30:58.864 2]',575,4280,-3,-2
'[21:30:58.872 2]',572,4281,-5,-1
'[21:30:58.880 2]',567,4282,-6,0
'[21:30:58.888 2]',561,4283,-6,-1
'[21:30:58.896 2]',555,4284,-7,1
'[21:30:58.904 2]',548,4285,-6,1
'[21:30:58.912 2]',542,4286,-5,1
'[21:30:58.920 2]',537,4287,-4,1
'[21:30:58.928 2]',533,4288,-3,1
'[21:30:58.936 2]',530,4289,-2,0
'[21:30:58.944 2]',528,4290,-2,-1
'[21:30:58.952 2]',526,4291,-3,1
'[21:30:58.960 2]',523,4292,-2,0
'[21:30:58.968 2]',521,4293,-2,1
'[21:30:58.976 2]',519,4294,-1,-2
'[21:30:58.984 2]',518,4295,-3,0
'[21:30:58.992 2]',515,4296,-3,-1
'[21:30:59.000 2]',512,4297,-4,-1
'[21:30:59.008 2]',508,4298,-5,1
'[21:30:59.016 2]',503,4299,-4,-3
'[21:30:59.024 2]',499,4300,-7,2
'[21:30:59.032 2]',492,4301,-5,1
'[21:30:59.040 2]',487,4302,-4,1
'[21:30:59.048 2]',483,4303,-3,-1
'[21:30:59.056 2]',480,4304,-4,0
'[21:30:59.064 2]',476,4305,-4,-1
'[21:30:59.072 2]',472,4306,-5,0
'[21:30:59.080 2]',467,4307,-5,0
'[21:30:59.088 2]',462,4308,-5,-1
'[21:30:59.096 2]',457,4309,-6,1
'[21:30:59.104 2]',451,4310,-5,0
'[21:30:59.112 2]',446,4311,-5,0
'[21:30:59.120 2]',441,4312,-5,0
'[21:30:59.128 2]',436,4313,-5,2
'[21:30:59.136 2]',431,4314,-3,0
'[21:30:59.144 2]',428,4315,-3,1
'[21:30:59.152 2]',425,4316,-2,0
'[21:30:59.160 2]',423,4317,-2,3
'[21:30:59.168 2]',421,4318,1,2
'[21:30:59.176 2]',422,4319,3,5
'[21:30:59.184 2]',425,4320,8,3
'[21:30:59.192 2]',433,4321,11,3
'[21:30:59.200 2]',444,4322,14,4
'[21:30:59.208 2]',458,4323,18,2
'[21:30:59.216 2]',476,4324,20,-1
'[21:30:59.224 2]',496,4325,19,-3
'[21:30:59.232 2]',515,4326,16,-2
